0.000000000000000000e+00,1.490116119384765625e-08,5.960464477539062500e-08,1.117587089538574219e-07,1.937150955200195312e-07,3.129243850708007812e-07,-4.507433537526139844e-09,-1.169616847818133465e-09,-1.272136507246557358e-09,-1.918954994906130196e-09,-2.792550413133199072e-09,-7.032354005787055939e-07
1.192092895507812500e-07,4.470348358154296875e-07,1.035630702972412109e-06,2.056360244750976562e-06,3.725290298461914062e-06,6.332993507385253906e-06,-4.307306937789689982e-07,-2.614534651002031751e-07,-2.357138839670369634e-07,-3.648675033218751196e-07,-5.480882805386499967e-07,-1.188987153000198305e-05
2.086162567138671875e-07,6.854534149169921875e-07,1.594424247741699219e-06,3.159046173095703125e-06,5.714595317840576172e-06,9.700655937194824219e-06,-1.041624670961027732e-07,-1.546250132378190756e-07,-2.588845688933361089e-07,-4.111803661999147153e-07,-6.178053695293783676e-07,-1.951701051439158618e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.123625983923126626e-10,-6.820420617170697142e-11,-6.148973691333381453e-11,-9.518154320264926582e-11,-1.429809742825582930e-10,-3.101660039916964706e-09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.450580596923828125e-09,0.000000000000000000e+00,1.490116119384765625e-08,-3.006007942563115876e-11,-4.462158767482016231e-11,-7.470798979447579313e-11,-1.186569592581676602e-10,-1.782902853131318466e-10,-5.632121435894532624e-09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.989760952172183295e-11,-2.694962829286051686e-11,-3.703597151183402048e-11,-5.803649921753972762e-11,-8.655147432090615212e-11,-3.225642641879744588e-09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.658685688799010904e-11,-2.762311039627984854e-11,-4.592517338641854963e-11,-7.234379068021823400e-11,-1.078941727628013325e-10,-5.337333686128431509e-09
1.192092895507812500e-07,4.768371582031250000e-07,1.192092895507812500e-06,2.510845661163330078e-06,4.783272743225097656e-06,8.493661880493164062e-06,1.425622212991584092e-05,1.989145312109030783e-05,-1.277398951060604304e-07,-1.974604657561940257e-07,-2.895617683407181175e-07,-5.110701386001892388e-05
1.192092895507812500e-07,4.768371582031250000e-07,1.192092895507812500e-06,2.510845661163330078e-06,4.783272743225097656e-06,8.493661880493164062e-06,1.425622122042113915e-05,2.273090285598300397e-05,1.251018966286210343e-05,-2.195532431414903840e-07,-3.219828954570402857e-07,-6.652987940469756722e-05
1.192092895507812500e-07,4.768371582031250000e-07,1.184642314910888672e-06,2.510845661163330078e-06,4.775822162628173828e-06,8.493661880493164062e-06,1.425622394890524447e-05,2.273090285598300397e-05,3.455172554822638631e-05,5.016077921027317643e-05,6.962659244891256094e-05,-2.089003246510401368e-04
